이름,이메일,성별,나이,생년월일,주소,관심등록,관심등록일자,시청일자,재생시간,영상길이,카테고리,장르,제목,평점
허난설헌,h*******************@naver.com,여,50세,1960년 11월,전라북도 속초시,T,2019-08-30,2020-10-23,87.86,176.37,드라마,드라마,집 이야기,2.5
황진이,9********@naver.com,여,20세,1990년 02월,부산광역시 강남구,T,2019-08-15,2020-02-22,100.71,110.47,영화,성인물(에로),여배우들: 섹스 오디션,1.5
임꺽정,p****@daum.net,남,60세,1950년 09월,대전광역시 성동구,F,,2017-02-16,41.65,101.43,영화,드라마,오디션 : 너를 보여줘,1.5
신사임당,p********@gmail.com,여,20세,1990년 07월,인천광역시 남구,T,2018-06-24,2020-11-08,36.11,115.79,드라마,다큐멘터리,고향이 어디세요,2.5
신사임당,z********@hotmail.com,여,60세,1960년 09월,인천광역시 북구,F,,2017-12-29,117.36,159.17,드라마,,여직원 사용 설명서,1.5
장길산,x****@daum.net,남,10세,2000년 11월,제주특별자치도 철원군,F,,2020-08-18,117.49,145.89,드라마,드라마,국도극장: 감독판,5.0
이몽룡,b*************@daum.net,남,40세,1970년 06월,제주특별자치도 춘천시,F,,2018-11-12,37.69,119.85,영화,"멜로/로맨스,드라마",정사: 딸의 친구들,2.0
이몽룡,b**************@gmail.com,남,10세,2010년 02월,제주특별자치도 청주시,T,2020-02-07,2018-05-15,37.51,106.69,영화,"멜로/로맨스,코미디",화끈한 룸메이트,1.0
신사임당,q***********@hotmail.com,여,50세,1970년 07월,광주광역시 송파구,F,,2020-04-09,98.34,162.38,드라마,멜로/로맨스,딸의 친구 4 - 무삭제판,5.0
신사임당,i**********@naver.com,여,20세,1990년 05월,세종특별자치시 노원구,T,2021-06-11,2021-01-26,51.3,95.31,드라마,멜로/로맨스,수상한 진료실: 엄마친구의 특별한 치료,2.0
홍길동,a******************@hotmail.com,남,80세,1940년 02월,대구광역시 금천구,F,,2017-11-02,1.61,154.89,영화,멜로/로맨스,불륜 며느리 무삭제,5.0
홍길동,f*************@daum.net,남,80세,1930년 09월,서울특별시 종로구,F,,2017-10-23,8.0,117.82,영화,드라마,비밀정사,4.0
장희빈,o******@daum.net,여,80세,1930년 04월,제주특별자치도 춘천시,F,,2018-06-15,44.51,90.39,드라마,드라마,세상에서 가장 아름다운 이별,4.0
임꺽정,e**********@hotmail.com,남,10세,2000년 03월,충청북도 구리시,F,,2021-03-23,49.37,139.13,영화,드라마,동네오빠들 무삭제판,4.0
홍길동,3*********@daum.net,남,20세,1990년 02월,울산광역시 도봉구,F,,2019-07-30,65.45,177.58,영화,"드라마,멜로/로맨스",안해 무삭제,1.5
홍길동,g*******@naver.com,남,70세,1950년 10월,충청남도 강릉시,T,2017-12-10,2017-12-11,48.37,172.52,영화,멜로/로맨스,어린 형수 2 - 무삭제판,1.5
황진이,r*******@hotmail.com,여,50세,1960년 06월,대구광역시 광진구,T,2019-04-12,2019-10-03,81.0,169.63,드라마,드라마,그랑프리,1.5
장희빈,5******************@hotmail.com,여,20세,1990년 07월,대구광역시 종로구,T,2017-07-05,2020-04-06,22.5,107.16,드라마,다큐멘터리,다시 태어나도 우리,4.0
황진이,m**************@daum.net,여,60세,1950년 02월,부산광역시 중구,F,,2021-01-22,21.31,143.41,영화,"멜로/로맨스,드라마",전망 좋은 방-밀애,1.0
황진이,r**********@gmail.com,여,60세,1950년 03월,광주광역시 도봉구,F,,2021-06-25,80.75,129.12,영화,드라마,키다리 아저씨,3.5
신사임당,h*****************@daum.net,여,20세,2000년 11월,경기도 음성군,T,2021-08-30,2017-08-30,40.15,142.75,드라마,드라마,잘 주는 외국녀들,2.5
홍길동,g********@hotmail.com,남,40세,1980년 02월,서울특별시 구로구,F,,2018-12-17,36.95,93.48,영화,드라마,뫼비우스,1.0
허난설헌,7*********@gmail.com,여,70세,1940년 08월,충청남도 양평군,T,2021-03-28,2017-07-22,88.38,127.81,영화,멜로/로맨스,달콤한 섹스,4.5
임꺽정,7**********@daum.net,남,20세,1990년 03월,경상남도 양구군,T,2019-03-09,2020-10-25,101.74,107.62,드라마,멜로/로맨스,백야,2.0
한석봉,z**************@naver.com,남,80세,1930년 10월,충청북도 당진시,T,2021-10-12,2019-10-26,59.03,117.99,영화,"범죄,액션",아수라,4.0
홍길동,f**********@daum.net,남,30세,1980년 02월,인천광역시 북구,T,2018-03-13,2020-06-28,19.1,118.57,드라마,범죄,협상,1.5
신사임당,2***********@hotmail.com,여,80세,1930년 12월,인천광역시 송파구,T,2021-10-11,2018-05-07,81.64,121.25,드라마,성인물(에로),친구엄마의 욕구불만 무삭제,0.5
허난설헌,-*****************@gmail.com,여,30세,1990년 11월,경상남도 음성군,F,,2018-08-04,78.18,104.19,드라마,멜로/로맨스,관전녀2,1.5
성춘향,c***************@hotmail.com,여,20세,1990년 09월,서울특별시 동구,F,,2019-09-07,86.04,119.3,드라마,멜로/로맨스,엄마의 유혹,1.0
허난설헌,i*******************@naver.com,여,80세,1930년 09월,부산광역시 마포구,T,2020-05-09,2020-06-10,18.36,121.67,영화,성인물(에로),자매바이러스,2.0
신사임당,q******@gmail.com,여,20세,1990년 04월,경기도 고양시,F,,2020-01-07,119.14,124.28,영화,멜로/로맨스,수상한 노래방,1.5
장희빈,2***********@daum.net,여,10세,2000년 08월,경기도 수원시,T,2020-06-22,2017-03-12,101.94,122.2,드라마,"멜로/로맨스,판타지",우리 만난 적 있나요,3.5
임꺽정,7**********@naver.com,남,60세,1960년 04월,세종특별자치시 서대문구,T,2018-06-01,2018-01-17,3.48,130.64,드라마,액션,컷 런스 딥,1.5
이몽룡,s************@hotmail.com,남,50세,1960년 05월,제주특별자치도 남양주시,T,2020-08-25,2018-03-18,35.74,109.53,드라마,"멜로/로맨스,드라마",착한 엄마: 아버지의 여자를 탐하다,1.5
허난설헌,0***************@hotmail.com,여,20세,2000년 09월,경상남도 군포시,F,,2020-05-31,19.19,133.43,영화,드라마,인어 공주,1.0
황진이,5*********@daum.net,여,60세,1950년 10월,대전광역시 마포구,F,,2020-01-04,123.3,159.26,드라마,멜로/로맨스,사내정사: 은밀한 회의실 무삭제,0.5
성춘향,-*******@naver.com,여,20세,2000년 07월,대구광역시 강북구,T,2019-10-19,2021-04-25,138.04,171.33,영화,멜로/로맨스,정사: 위험한 성적유희,4.0
장희빈,5***********@gmail.com,여,80세,1940년 02월,울산광역시 동대문구,T,2020-10-11,2021-01-19,12.09,116.06,드라마,멜로/로맨스,밀애 : 친구엄마 무삭제판,3.5
황진이,6********@gmail.com,여,20세,1990년 10월,전라남도 고성군,T,2021-05-12,2020-02-05,11.04,92.62,드라마,드라마,루비,4.0
허난설헌,f******@gmail.com,여,50세,1970년 11월,세종특별자치시 서구,F,,2017-08-02,105.48,134.64,영화,드라마,말모이,4.5
성춘향,u***********@hotmail.com,여,40세,1970년 09월,경상남도 부천시,F,,2017-01-02,50.83,134.91,드라마,드라마,초미의 관심사,0.5
허난설헌,f************@gmail.com,여,20세,1990년 06월,경기도 평택시,T,2019-10-21,2020-05-10,106.9,115.67,영화,기타,여동생 무삭제,1.5
장길산,n*******@gmail.com,남,50세,1970년 10월,충청북도 수원시,T,2017-11-23,2018-08-20,4.48,155.53,영화,드라마,나쁜 수업,3.5
성춘향,c*****@daum.net,여,60세,1950년 03월,세종특별자치시 용산구,F,,2019-05-24,130.33,175.6,영화,"코미디,스릴러,공포(호러)",아웃도어 비긴즈,3.5
이몽룡,m******************@hotmail.com,남,80세,1930년 08월,경상남도 홍성군,F,,2019-12-08,75.38,151.94,드라마,"멜로/로맨스,드라마",섹스노예 무삭제판,1.5
허난설헌,-*************@gmail.com,여,10세,2010년 05월,세종특별자치시 동작구,T,2020-02-18,2019-06-20,89.39,108.61,드라마,멜로/로맨스,미궁: 비밀애 무삭제 특별판,4.0
장길산,p*******************@gmail.com,남,50세,1960년 12월,세종특별자치시 동구,F,,2018-10-04,141.84,161.49,드라마,"가족,드라마",담쟁이,1.0
한석봉,0**********@naver.com,남,60세,1950년 01월,전라남도 동두천시,T,2019-12-11,2020-12-23,2.97,100.92,영화,멜로/로맨스,내 아내의 엄마,0.5
장희빈,-***************@hotmail.com,여,70세,1950년 09월,전라남도 용인시,T,2018-06-24,2018-09-12,98.94,112.76,영화,"코미디,드라마",습도 다소 높음,0.5
홍길동,a****************@naver.com,남,40세,1980년 02월,경상북도 당진시,F,,2020-09-14,47.11,147.09,영화,성인물(에로),맛있는 과외누나2,1.0
장길산,c********@daum.net,남,70세,1950년 06월,울산광역시 금천구,T,2018-01-28,2021-03-07,74.97,160.13,영화,드라마,남자에 굶주린 그녀,1.5
허난설헌,d*******@naver.com,여,40세,1970년 09월,인천광역시 도봉구,T,2021-03-12,2021-01-02,53.69,131.74,영화,"액션,드라마",베테랑,3.5
이몽룡,h*********@naver.com,남,30세,1980년 09월,서울특별시 남구,F,,2018-12-19,39.89,95.35,드라마,"멜로/로맨스,코미디",걸프렌즈,1.0
장희빈,7***************@gmail.com,여,60세,1960년 04월,세종특별자치시 구로구,F,,2020-11-28,110.55,138.92,영화,"코미디,멜로/로맨스",네버엔딩 스토리,2.0
장길산,n*******************@gmail.com,남,70세,1940년 10월,제주특별자치도 안산시,F,,2020-03-09,155.11,167.43,영화,"멜로/로맨스,사극",불꽃처럼 나비처럼,4.5
이몽룡,w***************@daum.net,남,50세,1960년 04월,강원도 청주시,T,2020-09-11,2018-09-02,46.91,131.05,드라마,드라마,뿔을 가진 소년,2.0
신사임당,4*****************@daum.net,여,30세,1980년 06월,전라북도 연천군,F,,2021-02-18,30.05,136.73,드라마,"드라마,미스터리",청포도 사탕: 17년 전의 약속,4.5
한석봉,8***************@gmail.com,남,80세,1930년 04월,대전광역시 강동구,T,2021-01-12,2018-01-02,60.77,152.2,드라마,드라마,"동학, 수운 최제우",3.5
성춘향,i*********@gmail.com,여,50세,1960년 07월,전라남도 평택시,F,,2017-03-09,168.31,168.42,영화,드라마,음란한 그녀의 색스런 이야기,3.0
허난설헌,3******************@gmail.com,여,70세,1940년 09월,울산광역시 북구,F,,2021-09-08,5.75,115.6,드라마,"멜로/로맨스,코미디",가장 보통의 연애,3.0
신사임당,j*******************@naver.com,여,40세,1980년 03월,울산광역시 강남구,F,,2018-10-14,102.62,154.77,영화,성인물(에로),마사지 걸의 유혹,2.0
장길산,h*********@daum.net,남,20세,2000년 01월,인천광역시 강북구,T,2019-04-18,2019-06-02,63.21,131.57,드라마,멜로/로맨스,내 친구의 엄마: 친구의 엄마와 아내를 탐하다(무삭제),1.5
장길산,5*******@naver.com,남,30세,1980년 02월,경기도 부천시,T,2018-11-15,2019-01-11,162.07,178.2,영화,"멜로/로맨스,코미디",남편만 몰라요,0.5
성춘향,f******************@naver.com,여,30세,1980년 07월,부산광역시 노원구,T,2021-11-28,2021-07-30,36.46,156.72,드라마,멜로/로맨스,오피스텔: 친구애인 무삭제,4.5
성춘향,f*******************@naver.com,여,50세,1970년 02월,제주특별자치도 횡성군,T,2021-11-25,2017-01-29,5.89,99.98,드라마,드라마,가족의 탄생,3.5
허난설헌,_*******@hotmail.com,여,80세,1940년 06월,전라북도 태백시,F,,2019-01-25,92.29,113.03,드라마,멜로/로맨스,오르가즘 하숙집,1.5
허난설헌,w***********@daum.net,여,20세,1990년 10월,경기도 군포시,F,,2018-10-30,91.43,117.79,드라마,멜로/로맨스,18 여대생 소라의 순결상실,4.5
이몽룡,3*************@hotmail.com,남,10세,2010년 10월,전라북도 과천시,T,2017-02-06,2019-10-20,79.66,104.08,영화,멜로/로맨스,물좋은하숙집-무삭제,5.0
허난설헌,6*******@naver.com,여,30세,1980년 10월,서울특별시 관악구,F,,2021-06-26,146.64,148.64,영화,"드라마,액션",무사,0.5
한석봉,9******@gmail.com,남,80세,1940년 04월,서울특별시 동구,F,,2021-01-20,26.48,107.23,드라마,멜로/로맨스,우리도련님 무삭제,0.5
신사임당,z*****@daum.net,여,30세,1990년 07월,인천광역시 서대문구,T,2020-10-01,2017-09-27,15.2,91.38,드라마,드라마,은어 무삭제판,3.5
장길산,7******@gmail.com,남,20세,1990년 01월,인천광역시 강남구,T,2018-11-29,2021-06-14,43.7,141.9,영화,"드라마,가족",개를 훔치는 완벽한 방법,1.5
허난설헌,-****************@daum.net,여,60세,1950년 03월,경상남도 안양시,T,2019-12-23,2018-06-27,113.14,124.9,드라마,멜로/로맨스,예쁜 새댁,3.0
장길산,a*******************@hotmail.com,남,60세,1950년 12월,부산광역시 성북구,F,,2018-04-10,41.13,138.74,영화,멜로/로맨스,착한 친구엄마,5.0
허난설헌,o***************@gmail.com,여,30세,1980년 08월,광주광역시 용산구,F,,2018-09-28,36.93,129.56,영화,코미디,자칼이 온다,0.5
신사임당,o****@naver.com,여,20세,1990년 10월,경기도 원주시,F,,2019-09-22,10.15,178.11,드라마,코미디,돈 텔 파파,4.5
임꺽정,z******@hotmail.com,남,20세,1990년 02월,경상북도 성남시,F,,2018-05-02,18.32,168.04,영화,다큐멘터리,링,0.5
홍길동,2*******************@naver.com,남,70세,1940년 03월,대구광역시 용산구,F,,2021-06-01,29.91,90.95,드라마,"멜로/로맨스,코미디",엽기적인 그녀 2,1.5
이몽룡,d******@hotmail.com,남,80세,1930년 03월,대구광역시 서초구,T,2018-02-08,2017-04-02,59.63,130.64,영화,멜로/로맨스,초대녀 3 - 무삭제판,4.0
허난설헌,a*****************@gmail.com,여,70세,1940년 01월,전라남도 시흥시,T,2018-10-24,2017-02-12,87.59,122.01,영화,드라마,애비,5.0
임꺽정,4***********@hotmail.com,남,60세,1950년 06월,울산광역시 북구,T,2017-05-20,2021-05-06,41.88,165.6,드라마,"멜로/로맨스,드라마",밀애 : 외로운 형수 무삭제,2.0
허난설헌,o***************@naver.com,여,50세,1960년 01월,서울특별시 강서구,T,2017-04-14,2018-11-04,29.27,135.33,영화,공연,슈퍼쇼 4 3D,5.0
황진이,5*****@daum.net,여,10세,2000년 07월,제주특별자치도 수원시,T,2020-03-04,2020-07-09,95.5,127.02,영화,"드라마,SF",피원에이치 : 새로운 세계의 시작 ,1.5
성춘향,c*****@gmail.com,여,80세,1940년 07월,충청북도 용인시,F,,2019-12-06,79.08,107.04,영화,액션,빅매치,0.5
장길산,8****@naver.com,남,30세,1980년 11월,대전광역시 중구,T,2018-10-31,2021-09-17,71.66,143.4,드라마,드라마,아이윌 송,5.0
장길산,4************@gmail.com,남,50세,1960년 12월,제주특별자치도 강릉시,T,2021-03-27,2017-05-29,21.5,176.32,영화,코미디,갈갈이 패밀리와 드라큐라,3.5
한석봉,3*************@daum.net,남,40세,1980년 03월,세종특별자치시 성동구,F,,2021-03-24,14.84,96.61,드라마,드라마,비밀정사,3.5
허난설헌,-****@naver.com,여,70세,1940년 08월,대전광역시 노원구,T,2018-01-25,2019-08-02,89.57,121.99,영화,드라마,너와 나의 21세기,3.0
임꺽정,f***********@daum.net,남,70세,1940년 10월,충청남도 성남시,F,,2017-03-21,93.49,106.82,드라마,멜로/로맨스,그녀의 정사 무삭제 감독판,4.0
홍길동,t******************@daum.net,남,50세,1960년 02월,충청북도 평택시,T,2018-04-01,2019-04-05,23.97,93.33,드라마,"미스터리,스릴러,사극,범죄",그림자 살인,3.0
장희빈,t*******************@gmail.com,여,30세,1980년 11월,제주특별자치도 논산시,T,2019-03-18,2020-07-14,62.54,140.28,드라마,"드라마,코미디,가족",맨발의 기봉이,2.0
이몽룡,q******************@hotmail.com,남,40세,1970년 07월,경기도 춘천시,T,2021-09-07,2019-05-28,76.58,131.05,드라마,다큐멘터리,나부야 나부야,5.0
허난설헌,v******************@daum.net,여,80세,1930년 11월,충청북도 안산시,F,,2017-09-12,33.45,91.78,드라마,"멜로/로맨스,드라마",지인의 노랑꽃,3.0
신사임당,n***********@naver.com,여,60세,1950년 01월,대전광역시 서초구,T,2017-11-27,2021-05-09,23.37,110.58,드라마,"코미디,액션,어드벤처",서유기 리턴즈,3.5
황진이,6**************@hotmail.com,여,40세,1970년 11월,대구광역시 강서구,F,,2020-09-18,28.13,115.41,영화,"멜로/로맨스,사극",한양 기방 춘향뎐,4.5
홍길동,q****@daum.net,남,20세,2000년 07월,강원도 파주시,T,2019-01-13,2019-07-22,130.21,131.43,영화,멜로/로맨스,정사 : 착한 며느리들,3.0
허난설헌,a**************@gmail.com,여,80세,1930년 08월,광주광역시 종로구,T,2020-12-20,2020-09-03,32.63,134.77,영화,"멜로/로맨스,드라마",열애,1.5
홍길동,t**************@naver.com,남,80세,1930년 02월,대구광역시 성동구,T,2017-12-26,2021-03-31,30.83,127.44,드라마,다큐멘터리,미국의 바람과 불,1.5
한석봉,w***********@gmail.com,남,60세,1960년 06월,서울특별시 서대문구,T,2017-07-05,2017-02-08,79.84,133.19,영화,드라마,작은 형,3.0
이몽룡,g*****************@daum.net,남,30세,1980년 02월,인천광역시 구로구,T,2017-06-27,2018-12-12,19.57,142.41,영화,"멜로/로맨스,성인물(에로)",예민한 모녀,1.5
장길산,g************@hotmail.com,남,80세,1930년 11월,광주광역시 송파구,T,2017-04-14,2021-06-01,86.48,100.79,드라마,코미디,접전: 갑을 전쟁,2.5
임꺽정,3*****************@gmail.com,남,70세,1950년 07월,세종특별자치시 금천구,T,2021-05-19,2020-11-23,42.08,157.54,영화,,유부녀 야썰,4.0
